gender	nationality	main_crime_age	criminal_records	main_crime_category	main_crime_is_violent	risk01_previous_violence	risk02_history_nonviolent_offences	risk03_early_violence_before_14	risk04_past_intervention_fail	risk05_self_harm_suicide_attempts	risk06_violence_at_home	risk07_childhood_mistreatment	risk08_criminal_parent_caregiver	risk09_early_separation_parents	risk10_poor_school_achievement	risk11_delinquency_peer_group	risk12_rejection_peer_group	risk13_poor_stress_coping	risk14_poor_parental_skills_parents	risk15_lack_of_personal_social_support	risk16_marginalized_environment	risk17_negative_attitudes	risk18_risk_taker_impulsive	risk19_drug_abuse	risk20_anger_management_issues	risk21_low_empaty	risk22_attention_deficit	risk23_poor_compliance_interventions	risk24_low_commitment_school	protective01_prosocial_activities	protective02_strong_social_support	protective03_strong_link_prosocial_adult	protective04_positive_attitude_interventions	protective05_high_commitment_school_or_work	protective06_perseverant_personality	average_01_antisocial	average_02_family	average_03_personality	average_04_social_support	average_05_susceptibility_treatment	sum_historic_risk_items	sum_social_risk_items	sum_individual_risk_items	sum_all_risk_items	sum_all_protective_items	professional_risk_evaluation	recidivism	recidivism_number_offences	recidividm_category_first_offence	recidivism_violence_first_offence	recidivism_severity
Female	Spanish	16	1 or 2 criminal records	Nonviolent against property	No violent	Low	Low	Low	Low	Low	High	Low	Low	Moderate	Moderate	Low	Low	High	High	Moderate	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Present	Present	Present	Present	Present	Absent	0	0.75	0.285714285714286	0.8	0.285714285714286	4	6	0	10	1	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	17	1 or 2 criminal records	Against persons	Violent	High	Low	Low	Low	Low	Moderate	Low	Low	Low	Moderate	Moderate	High	High	Moderate	Moderate	Low	Low	High	High	High	Moderate	High	Moderate	Low	Absent	Present	Absent	Present	Present	Absent	0.714285714285714	0.25	1.57142857142857	0.6	0.571428571428571	4	7	10	21	3	High	No	0	Not applicable	Not applicable	0	
Male	Foreigner	15	3 to 5 criminal records	Others	No violent	Moderate	Moderate	Low	Moderate	Moderate	Low	Low	Low	Moderate	High	High	Low	Low	Low	Low	Moderate	High	High	High	Moderate	Moderate	Moderate	High	High	Absent	Present	Present	Absent	Absent	Absent	1.14285714285714	0.25	1	0.2	1.42857142857143	7	3	13	23	4	High	Yes	2	Violent against property	Violent	2	
Male	Spanish	17	More than 5 criminal records	Against persons	Violent	High	High	High	Moderate	Low	Low	High	High	High	High	Moderate	High	High	Moderate	High	High	Low	Low	Moderate	High	Moderate	Low	Moderate	Moderate	Absent	Present	Present	Present	Absent	Present	1.28571428571429	1.5	1	1	0.857142857142857	15	10	6	31	2	High	Yes	1	Others	No violent	1	
Male	Spanish	16	3 to 5 criminal records	Nonviolent against property	No violent	High	High	Low	Low	Low	Low	Low	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Low	High	High	Moderate	Moderate	High	Absent	Present	Present	Absent	Absent	Absent	0.857142857142857	0.5	1.42857142857143	0.6	1.28571428571429	8	7	11	26	4	High	No	0	Not applicable	Not applicable	0	
Female	Spanish	14	3 to 5 criminal records	Violent against property	Violent	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	High	Moderate	Moderate	High	Moderate	Moderate	Low	Moderate	High	Moderate	High	High	High	Moderate	Low	Present	Absent	Absent	Absent	Present	Absent	0.428571428571429	0	1.71428571428571	0.8	0.714285714285714	3	6	11	20	4	High	No	0	Not applicable	Not applicable	0	
Male	Foreigner	16	1 or 2 criminal records	Nonviolent against property	No violent	Low	Moderate	Low	Low	Low	Moderate	Low	Low	Moderate	Moderate	Low	Low	Moderate	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Present	Present	Present	Present	Present	Present	0.428571428571429	0.5	0.142857142857143	0	0.142857142857143	4	1	2	7	0	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	17	0 criminal records	Against persons	Violent	Moderate	Low	High	Low	Moderate	Low	Low	Low	Low	High	Low	Moderate	Low	Moderate	Low	High	Moderate	Moderate	Moderate	Low	Low	Moderate	Low	Low	Present	Present	Present	Present	Present	Present	0.714285714285714	0	0.571428571428571	0.6	0.285714285714286	6	4	4	14	0	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	17	3 to 5 criminal records	Against persons	Violent	High	Moderate	Moderate	Low	Moderate	High	Moderate	Low	Low	Moderate	Low	Low	Low	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Low	Low	Absent	Absent	Absent	Present	Present	Absent	0.857142857142857	0.75	0.571428571428571	1.4	0.428571428571429	9	5	5	19	4	Low	Yes	1	Others	No violent	1	
Male	Foreigner	15	1 or 2 criminal records	Violent against property	Violent	High	Moderate	Moderate	Low	Low	Moderate	Moderate	Low	Moderate	High	Low	Low	Low	Moderate	Low	High	Low	Low	Moderate	Low	Low	Low	Low	Low	Present	Present	Absent	Present	Present	Present	0.714285714285714	0.75	0	0.8	0.285714285714286	9	3	1	13	1	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	16	3 to 5 criminal records	Nonviolent against property	No violent	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	High	Low	Moderate	Moderate	Moderate	Low	Moderate	Low	Low	Moderate	Moderate	Present	Absent	Present	Present	Absent	Absent	0.285714285714286	0	0.428571428571429	0.8	0.571428571428571	1	4	5	10	3	Moderate	No	0	Not applicable	Not applicable	0	
Male	Foreigner	17	3 to 5 criminal records	Against persons	Violent	Moderate	Low	Moderate	Moderate	Low	Low	Moderate	Low	Low	Moderate	Low	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate	High	High	Moderate	Moderate	Low	Moderate	Absent	Present	Absent	Present	Present	Absent	0.714285714285714	0.25	1	0.6	0.571428571428571	5	3	9	17	3	Moderate	No	0	Not applicable	Not applicable	0	
Male	Foreigner	17	1 or 2 criminal records	Violent against property	Violent	Moderate	Low	Low	Low	Low	Low	Low	Low	High	Moderate	Moderate	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	High	Moderate	Moderate	Low	Low	Moderate	Present	Present	Present	Present	Present	Absent	0.571428571428571	0.5	0.714285714285714	0.4	0.428571428571429	4	4	7	15	1	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	17	3 to 5 criminal records	Against persons	Violent	Moderate	Moderate	Low	Low	Low	Low	Moderate	Low	Low	High	Moderate	Low	Moderate	Moderate	Low	Low	Low	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Present	Present	Present	Present	Present	Present	0.571428571428571	0.25	0.571428571428571	0.2	0.571428571428571	5	3	6	14	0	Low	No	0	Not applicable	Not applicable	0	
Male	Foreigner	15	More than 5 criminal records	Against persons	Violent	High	High	Moderate	High	Moderate	Moderate	Moderate	Low	High	Moderate	High	Low	High	High	High	High	Moderate	Moderate	High	Moderate	Moderate	Low	Moderate	Moderate	Absent	Present	Present	Present	Absent	Absent	1.71428571428571	1	0.857142857142857	1.2	0.857142857142857	13	10	8	31	3	Moderate	Yes	2	Nonviolent against property	No violent	2	
Male	Spanish	14	0 criminal records	Against persons	Violent	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Present	Present	Present	Present	Present	Present	0	0	0.285714285714286	0	0	0	2	0	2	0	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	15	1 or 2 criminal records	Nonviolent against property	No violent	Moderate	Low	Moderate	Moderate	Low	Low	Low	Low	Low	High	Low	Low	Moderate	Moderate	Moderate	Low	Moderate	Low	Low	Low	Moderate	Moderate	Low	Low	Absent	Present	Present	Present	Present	Absent	0.428571428571429	0	0.571428571428571	0.4	0.571428571428571	5	3	3	11	2	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	15	1 or 2 criminal records	Others	No violent	Low	Low	Low	Low	Low	High	Low	High	Low	High	Moderate	Low	Low	Moderate	Moderate	Moderate	Low	Moderate	Low	Low	Low	Moderate	Low	Low	Present	Present	Present	Present	Present	Present	0.142857142857143	1	0.285714285714286	0.6	0.285714285714286	6	4	2	12	0	Low	No	0	Not applicable	Not applicable	0	
Female	Spanish	15	1 or 2 criminal records	Against persons	Violent	Low	Low	Low	Moderate	Moderate	Moderate	Low	Moderate	Low	High	Moderate	Moderate	High	High	Moderate	Low	Moderate	High	High	Moderate	Moderate	Low	Low	High	Absent	Absent	Absent	Present	Absent	Absent	0.714285714285714	0.5	1.14285714285714	1	1	6	7	9	22	5	High	No	0	Not applicable	Not applicable	0	
Male	Spanish	15	1 or 2 criminal records	Against persons	Violent	Moderate	High	Moderate	High	Moderate	Low	Moderate	Moderate	Low	Moderate	Moderate	Low	High	Moderate	High	Low	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Present	Absent	Absent	Absent	Present	Absent	1.42857142857143	0.5	1	1	0.714285714285714	10	6	9	25	4	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	16	More than 5 criminal records	Others	No violent	Moderate	High	Low	Moderate	Low	Low	Moderate	Low	Low	High	Low	Low	Low	Moderate	Moderate	Low	Low	Moderate	Low	Moderate	Low	Low	Low	Low	Absent	Absent	Absent	Present	Absent	Absent	0.571428571428571	0.25	0.285714285714286	0.8	0.714285714285714	7	2	2	11	5	Moderate	Yes	2	Others	No violent	1	
Male	Foreigner	17	0 criminal records	Against persons	Violent	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Moderate	Moderate	Low	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Absent	Present	Absent	Present	Present	Absent	0.285714285714286	0	0	0.4	0.428571428571429	2	2	0	4	3	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	16	1 or 2 criminal records	Against persons	Violent	High	Moderate	Moderate	Low	Moderate	High	Moderate	Moderate	High	High	Low	Low	Moderate	Low	Low	Low	Low	Moderate	Moderate	Moderate	Low	Moderate	Low	Low	Present	Present	Present	Present	Present	Absent	0.857142857142857	1.5	0.571428571428571	0	0.428571428571429	13	1	4	18	1	Moderate	No	0	Not applicable	Not applicable	0	
Male	Foreigner	17	1 or 2 criminal records	Against persons	Violent	High	Moderate	Low	Low	Low	Low	Moderate	Low	Low	High	High	High	High	Moderate	High	High	Moderate	Moderate	High	Low	Moderate	Low	Moderate	High	Absent	Absent	Absent	Present	Absent	Absent	1	0.25	1	1.4	1.14285714285714	6	11	8	25	5	High	Yes	1	Violent against property	Violent	3	
Male	Spanish	14	More than 5 criminal records	Violent against property	Violent	High	High	Moderate	Moderate	Low	Low	Low	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Low	Low	Moderate	Moderate	Present	Absent	Present	Present	Present	Absent	1.14285714285714	0.25	0.714285714285714	0.8	0.571428571428571	8	5	7	20	2	Moderate	No	0	Not applicable	Not applicable	0	
Male	Foreigner	14	3 to 5 criminal records	Violent against property	Violent	High	Low	Moderate	Low	Low	Low	Low	Low	Low	Moderate	Moderate	Moderate	Low	Moderate	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Present	Present	Present	Present	Present	Absent	0.571428571428571	0	0.285714285714286	0.2	0.285714285714286	4	3	1	8	1	Low	Yes	18	Nonviolent against property	No violent	1	
Male	Spanish	14	1 or 2 criminal records	Nonviolent against property	No violent	Moderate	Moderate	Low	Moderate	Low	Low	Low	Low	Low	High	Low	Moderate	Moderate	Moderate	Low	Low	Moderate	Moderate	Moderate	Moderate	High	High	High	High	Absent	Present	Present	Present	Absent	Absent	0.571428571428571	0	1.28571428571429	0.2	1.28571428571429	5	3	12	20	3	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	16	1 or 2 criminal records	Against persons	Violent	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Moderate	Low	Low	Low	Low	Moderate	Moderate	Moderate	Low	Low	High	Low	Low	Low	Present	Present	Present	Present	Present	Present	0.142857142857143	0	0.571428571428571	0.2	0.142857142857143	1	2	4	7	0	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	17	1 or 2 criminal records	Against persons	Violent	High	Moderate	Moderate	High	Low	High	High	Low	Moderate	High	Low	Low	Moderate	Moderate	High	High	Moderate	High	Moderate	High	High	Moderate	Moderate	Low	Absent	Absent	Absent	Present	Present	Absent	1	1.25	1.28571428571429	1.4	0.714285714285714	13	6	10	29	4	Moderate	No	0	Not applicable	Not applicable	0	
Male	Foreigner	17	0 criminal records	Against persons	Violent	High	Low	Low	Low	Low	Low	Low	Low	Moderate	High	High	Low	Low	High	Moderate	Low	High	High	Moderate	High	High	Moderate	High	Moderate	Absent	Absent	Absent	Absent	Absent	Absent	0.714285714285714	0.25	1.28571428571429	1	1.28571428571429	5	5	13	23	6	High	No	0	Not applicable	Not applicable	0	
Male	Foreigner	17	3 to 5 criminal records	Against persons	Violent	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Moderate	Low	Moderate	Low	Low	Low	Low	Low	Low	High	High	Absent	Absent	Absent	Absent	Absent	Absent	0.285714285714286	0	0	0.8	1.14285714285714	1	3	4	8	6	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	14	3 to 5 criminal records	Nonviolent against property	No violent	Low	High	Low	High	Low	High	High	High	Moderate	High	Moderate	Low	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Low	Absent	Absent	Present	Absent	Absent	Absent	1	1.75	0.857142857142857	1.2	1	13	7	8	28	5	High	No	0	Not applicable	Not applicable	0	
Male	Spanish	16	0 criminal records	Against persons	Violent	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Moderate	Moderate	Low	Low	Low	High	Moderate	Moderate	Moderate	Low	Low	Low	Present	Present	Present	Present	Present	Absent	0.142857142857143	0	0.714285714285714	0.2	0.428571428571429	2	2	5	9	1	Low	No	0	Not applicable	Not applicable	0	
Male	Foreigner	16	1 or 2 criminal records	Against persons	Violent	Moderate	Moderate	Low	Low	Low	Low	Low	Low	Low	High	Low	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Low	Low	Moderate	Absent	Absent	Absent	Present	Absent	Absent	0.285714285714286	0	1	1	0.857142857142857	4	6	5	15	5	Moderate	No	0	Not applicable	Not applicable	0	
Male	Foreigner	17	1 or 2 criminal records	Against persons	Violent	Moderate	Moderate	Low	Low	Low	Low	Low	Low	Low	High	Low	Moderate	Low	Low	Low	Low	Low	Moderate	Low	Moderate	Moderate	Low	Low	Low	Present	Present	Present	Present	Present	Absent	0.285714285714286	0	0.571428571428571	0	0.428571428571429	4	1	3	8	1	Low	No	0	Not applicable	Not applicable	0	
Male	Foreigner	16	0 criminal records	Violent against property	Violent	Moderate	Moderate	Low	Low	Low	Low	Low	Moderate	High	Moderate	Moderate	Low	Moderate	Moderate	Low	Low	Low	Moderate	Moderate	Moderate	Low	Moderate	Low	Low	Present	Present	Present	Present	Present	Present	0.571428571428571	0.75	0.571428571428571	0.2	0.142857142857143	6	3	4	13	0	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	16	3 to 5 criminal records	Nonviolent against property	No violent	Moderate	High	Low	Low	Low	Moderate	High	Low	High	High	Moderate	Low	Moderate	High	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Present	Present	Present	Present	Present	Present	0.571428571428571	1.25	0.285714285714286	0.4	0.285714285714286	10	4	1	15	0	Low	No	0	Not applicable	Not applicable	0	
Female	Spanish	16	1 or 2 criminal records	Against persons	Violent	Low	Low	Low	High	Moderate	High	Moderate	Low	Moderate	High	Moderate	Low	Moderate	High	Low	High	Low	Moderate	Low	Low	Moderate	Moderate	Low	Low	Present	Present	Present	Present	Present	Present	0.571428571428571	1	0.571428571428571	0.8	0.285714285714286	9	6	3	18	0	Low	Yes	1	Not applicable	Not applicable	0	
Male	Spanish	16	0 criminal records	Against persons	Violent	Moderate	Low	Low	Low	Low	Moderate	Low	Low	Low	Moderate	Low	Low	Moderate	Moderate	Low	Low	Moderate	Moderate	High	Moderate	Low	Low	Low	Low	Present	Present	Present	Present	Present	Present	0.428571428571429	0.25	0.571428571428571	0.2	0.142857142857143	3	2	5	10	0	Moderate	No	0	Not applicable	Not applicable	0	
Male	Foreigner	16	1 or 2 criminal records	Nonviolent against property	No violent	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	High	Low	Low	Moderate	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Absent	Present	Present	Present	Absent	Absent	0.285714285714286	0	0	0.4	0.571428571428571	1	4	0	5	3	Moderate	Yes	1	Violent against property	Violent	3	
Male	Spanish	15	More than 5 criminal records	Others	No violent	High	High	Moderate	High	High	High	High	Moderate	High	High	High	Moderate	High	High	Low	Low	High	High	Moderate	High	High	Low	Low	High	Absent	Present	Absent	Present	Absent	Absent	1.71428571428571	1.75	1.57142857142857	0.6	1	18	7	11	36	4	High	No	0	Not applicable	Not applicable	0	
Male	Spanish	15	0 criminal records	Nonviolent against property	No violent	Low	Low	Low	Low	Low	Moderate	Low	Low	Moderate	High	Moderate	Low	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Low	Low	Moderate	Low	Absent	Absent	Absent	Absent	Present	Absent	0.285714285714286	0.5	0.571428571428571	1.4	0.857142857142857	4	7	5	16	5	Moderate	No	0	Not applicable	Not applicable	0	
Male	Foreigner	15	1 or 2 criminal records	Others	No violent	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Moderate	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Present	Present	Present	Present	Present	Present	0.285714285714286	0	0.142857142857143	0.2	0	1	3	0	4	0	Low	No	0	Not applicable	Not applicable	0	
Male	Foreigner	15	1 or 2 criminal records	Against persons	Violent	Low	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Low	Low	Moderate	Moderate	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Low	High	Moderate	Absent	Absent	Absent	Absent	Absent	Absent	0.571428571428571	0.5	0.714285714285714	0.8	1.14285714285714	6	4	7	17	6	Moderate	Yes	7	Against people	Violent	4	
Male	Foreigner	16	1 or 2 criminal records	Violent against property	Violent	Low	Moderate	Moderate	Moderate	Moderate	Low	High	High	High	Moderate	High	Low	Moderate	Moderate	Moderate	High	Low	Moderate	Moderate	Low	Moderate	Low	Moderate	Moderate	Absent	Present	Present	Present	Present	Absent	1	1.5	0.428571428571429	0.8	0.714285714285714	11	7	5	23	2	Moderate	No	0	Not applicable	Not applicable	0	
Male	Foreigner	16	More than 5 criminal records	Violent against property	Violent	High	High	Moderate	Moderate	Moderate	High	High	High	Low	High	High	Moderate	Moderate	High	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Absent	Absent	Absent	Present	Absent	Absent	1.57142857142857	1.5	1.14285714285714	1.4	1	15	9	10	34	5	High	Yes	4	Others	No violent	2	
Male	Foreigner	17	More than 5 criminal records	Against persons	Violent	High	High	Moderate	Moderate	High	High	High	Low	High	High	Moderate	Moderate	High	High	Low	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Absent	Absent	Absent	Absent	Absent	Absent	1.57142857142857	1.5	1.28571428571429	1	1.14285714285714	16	7	10	33	6	High	No	0	Not applicable	Not applicable	0	
Male	Foreigner	16	1 or 2 criminal records	Others	No violent	Moderate	Moderate	Low	Low	Low	Low	Low	High	Low	Moderate	High	Low	Moderate	Moderate	Low	High	Moderate	Moderate	Low	Moderate	Low	Low	Low	Low	Absent	Absent	Absent	Present	Present	Absent	0.571428571428571	0.5	0.571428571428571	1	0.428571428571429	5	6	3	14	4	Moderate	Yes	1	Others	No violent	1	
Male	Spanish	16	1 or 2 criminal records	Nonviolent against property	No violent	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Present	Present	Present	Present	Present	Present	0.142857142857143	0	0	0	0.142857142857143	1	1	0	2	0	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	17	0 criminal records	Nonviolent against property	No violent	Moderate	Moderate	Low	Low	Low	Low	Low	Low	Low	High	Moderate	Low	Moderate	Moderate	Low	Low	Low	Moderate	Low	Moderate	Low	Moderate	Low	Moderate	Absent	Present	Absent	Present	Present	Absent	0.428571428571429	0	0.571428571428571	0.4	0.714285714285714	4	3	4	11	3	High	No	0	Not applicable	Not applicable	0	
Male	Spanish	16	1 or 2 criminal records	Others	No violent	Moderate	Moderate	Moderate	Low	Low	Low	Moderate	Low	Low	High	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Low	Absent	Absent	Absent	Present	Absent	Absent	0.714285714285714	0.25	0.857142857142857	1.6	0.857142857142857	6	9	6	21	5	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	17	1 or 2 criminal records	Nonviolent against property	No violent	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Present	Present	Present	Present	Present	Present	0.285714285714286	0	0	0	0	0	2	0	2	0	Low	No	0	Not applicable	Not applicable	0	
Male	Spanish	16	More than 5 criminal records	Against persons	Violent	High	Moderate	Low	High	Low	High	High	Low	Moderate	High	High	Low	High	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Present	Absent	Present	Absent	Present	Absent	1.28571428571429	1.25	1	1.2	0.857142857142857	12	9	9	30	3	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	17	3 to 5 criminal records	Others	No violent	Moderate	High	Low	Low	Low	Low	Low	Low	Low	High	Moderate	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Low	Absent	Absent	Present	Present	Present	Absent	0.714285714285714	0	0.714285714285714	0.6	0.714285714285714	5	4	6	15	3	Moderate	No	0	Not applicable	Not applicable	0	
Male	Foreigner	15	3 to 5 criminal records	Violent against property	Violent	High	High	High	Moderate	Moderate	Low	Low	Low	Low	High	Moderate	Low	Low	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Present	Present	Present	Present	Present	Absent	1.42857142857143	0	0.857142857142857	0.6	0.571428571428571	10	4	8	22	1	Moderate	No	0	Not applicable	Not applicable	0	
Male	Spanish	14	3 to 5 criminal records	Against persons	Violent	Moderate	High	Low	Moderate	Low	Moderate	Low	Moderate	Low	High	Low	Low	Moderate	Moderate	Low	Low	Low	Moderate	Low	Low	Moderate	Low	Low	Moderate	Present	Present	Present	Present	Absent	Absent	0.571428571428571	0.5	0.428571428571429	0.2	0.714285714285714	8	2	3	13	2	Low	Yes	1	Against people	Violent	2	
